level_0,index,society,price,sector,price_per_sqft,area,property_type,areaWithType,super_built_up_area,built_up_area,carpet_area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,servant room,pooja room,study room,others,store room,furnishing_type,luxary_score
3363,3452,rof ananda,0.55,sector 95,8527.0,645.0,flat,Super Built up area 1000(92.9 sq.m.)Carpet area: 645 sq.ft. (59.92 sq.m.),999.96631,,645.0,3.0,2.0,2 ,14.0,East,new Property,0,0,1,0,0,0,81
3364,3453,bestech park view ananda,1.45,sector 81,8011.0,1810.0,flat,Super Built up area 1810(168.15 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),1809.949785,1650.0,1500.0,3.0,3.0,3 ,8.0,North,relatively new,0,0,0,1,0,0,128
3365,3454,emaar palm heights,2.1,sector 77,10370.0,2025.0,flat,Super Built up area 2025(188.13 sq.m.),2025.012507,,,3.0,3.0,3 ,17.0,,new Property,1,0,1,0,0,1,8
3366,3455,maxworth city residences,0.9,sector 10a,7083.0,1271.0,flat,Super Built up area 1200(111.48 sq.m.),1199.959572,,,2.0,2.0,3 ,9.0,East,new Property,0,0,0,1,0,1,52
3367,3456,ireo the grand arch,3.83,sector 58,21577.0,1775.0,flat,Super Built up area 2164(201.04 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1775 sq.ft. (164.9 sq.m.),2163.974456,2000.0,1775.0,3.0,4.0,2 ,10.0,North-East,relatively new,1,0,1,0,0,0,174
3368,3457,dlf city phase 1,5.5,sector 26,30556.0,1799.973818562639,house,Plot area 200(167.23 sq.m.),,1800.0,,4.0,4.0,3 ,2.0,North-East,moderately old,1,1,1,0,0,1,69
3369,3458,tata primanti,3.5,sector 72,11428.0,3063.0,flat,Built Up area: 2625 (243.87 sq.m.),,2625.0,,4.0,5.0,3+ ,16.0,East,relatively new,1,0,0,1,0,1,31
3370,3459,dlf trinity towers,3.8,sector 43,15510.0,2450.0,flat,Built Up area: 2450 (227.61 sq.m.),,2450.0,,3.0,3.0,3+ ,1.0,South-East,moderately old,1,1,0,0,0,0,68
3371,3460,capital residences 360,1.64,sector 70a,8299.0,1976.0,flat,Super Built up area 1976(183.58 sq.m.)Built Up area: 1950 sq.ft. (181.16 sq.m.)Carpet area: 1642 sq.ft. (152.55 sq.m.),1976.036762,1950.0,1642.0,3.0,3.0,3+ ,4.0,North-East,new Property,1,0,0,0,0,1,144
3372,3461,pareena mi casa,1.9,sector 68,9227.0,2059.0,flat,Carpet area: 2059 (191.29 sq.m.),,,2059.0,3.0,3.0,3+ ,1.0,,under construction,1,0,0,0,0,1,49
3373,3462,vatika gurgaon,1.18,sector 83,6801.0,1735.0,flat,Super Built up area 1735(161.19 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),1735.033041,,1500.0,3.0,3.0,2 ,14.0,North,relatively new,0,0,0,0,0,1,26
3374,3463,m3m golfestate,4.95,sector 65,15906.0,3112.0,flat,Super Built up area 3112(289.11 sq.m.),3111.951129,,,3.0,3.0,3 ,10.0,North,relatively new,1,0,0,0,0,0,82
3375,3464,ambience lagoon,5.8,sector 24,12500.0,4640.0,flat,Built Up area: 3700 (343.74 sq.m.),,3700.0,,3.0,4.0,3+ ,9.0,North-East,old property,1,1,1,1,0,2,68
3376,3465,sobha smriti apartments,0.5,sector 56,8333.0,600.0,flat,Carpet area: 600 (55.74 sq.m.),,,600.0,1.0,1.0,2 ,3.0,,undefined,0,0,0,0,0,1,0
3377,3466,,0.7,sector 105,5833.0,1200.0685753471628,house,Built Up area: 1200 (111.48 sq.m.),,1200.0,,3.0,2.0,2 ,1.0,,undefined,0,0,0,0,0,1,0
3378,3467,ansal sushant residency,1.5,sector 57,6775.0,2214.0,flat,Carpet area: 246 (205.69 sq.m.),,,246.0,3.0,2.0,3+ ,1.0,,moderately old,0,0,0,0,0,1,87
3379,3468,signature global park,0.54,sohna road,7248.0,745.0,flat,Carpet area: 745 (69.21 sq.m.),,,745.0,2.0,1.0,3 ,1.0,,new Property,0,0,0,0,0,1,65
3380,3469,ss hibiscus,6.0,sector 50,12272.0,4889.0,flat,Super Built up area 4400(408.77 sq.m.),4399.959403,,,4.0,3.0,3 ,5.0,South-East,moderately old,1,0,0,0,0,1,31
3381,3470,signature global park 4,0.82,sector 36,7585.0,1081.0,flat,Super Built up area 1081(100.43 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),1081.018477,,650.0,3.0,2.0,2 ,2.0,,new Property,0,0,0,0,0,1,8
3382,3471,emaar mgf the palm drive,2.99,sector 66,14950.0,2000.0,flat,Super Built up area 2000(185.81 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),2000.0402589999999,1800.0,1500.0,3.0,3.0,3 ,7.0,East,relatively new,1,0,0,0,0,0,49
3383,3472,m3m golfestate,5.3,sector 65,24211.0,2189.0,flat,Super Built up area 2850(264.77 sq.m.)Carpet area: 2189 sq.ft. (203.36 sq.m.),2849.957803,,2189.0,3.0,3.0,3 ,38.0,North-East,moderately old,1,0,0,0,0,2,49
3384,3473,dlf new town heights,1.42,sector 90,4864.0,2919.0,flat,Super Built up area 2364(219.62 sq.m.),2363.967718,,,4.0,4.0,3+ ,8.0,East,moderately old,1,0,0,0,1,1,31
3385,3474,signature global solera,0.28,sector 107,5828.0,480.0,flat,Carpet area: 489 (45.43 sq.m.),,,489.0,2.0,2.0,2 ,0.0,North-East,relatively new,0,0,0,0,0,1,45
3386,3475,uppal southend,6.75,sector 49,32328.0,2087.9732739420933,house,Built Up area: 232 (193.98 sq.m.),,232.0,,4.0,4.0,3 ,3.0,West,relatively new,1,0,0,0,0,0,26
3387,3476,jacob pura,0.35,sector 12,9722.0,360.0082287595145,house,Built Up area: 360 (33.45 sq.m.),,360.0,,2.0,1.0,0 ,,,old property,0,0,0,0,0,1,0
3388,3477,tulip orange,1.1,sector 70,8148.0,1350.0,flat,Built Up area: 1350 (125.42 sq.m.)Carpet area: 1080 sq.ft. (100.34 sq.m.),,1350.0,1080.0,3.0,2.0,2 ,5.0,East,undefined,0,0,0,0,0,1,0
3389,3478,emaar digihomes,2.1,sector 62,13925.0,1508.0,flat,Super Built up area 1508(140.1 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),1508.0223899999999,1500.0,1200.0,2.0,2.0,3 ,12.0,North-East,new Property,0,0,0,1,0,0,49
3390,3479,ss the leaf,1.98,sector 85,8256.0,2398.0,flat,Super Built up area 2408(223.71 sq.m.)Built Up area: 2399 sq.ft. (222.87 sq.m.)Carpet area: 2398 sq.ft. (222.78 sq.m.),2407.992069,2399.0,2398.0,3.0,4.0,3 ,12.0,West,relatively new,0,0,0,0,1,1,174
3391,3480,puri diplomatic greens,2.58,sector 111,11727.0,2200.0,flat,Super Built up area 2200(204.39 sq.m.),2200.033521,,,3.0,4.0,2 ,10.0,North,moderately old,1,0,0,0,0,1,86
3392,3481,the close north,2.5,sector 50,11944.0,2093.0,flat,Super Built up area 2093(194.45 sq.m.),2093.0403549999996,,,3.0,3.0,3 ,11.0,North-East,relatively new,0,1,0,0,0,0,127
3393,3482,bptp pedestal,1.9,sector 70a,9500.0,2000.0,flat,Carpet area: 1900 (176.52 sq.m.),,,1900.0,4.0,3.0,3 ,2.0,East,new Property,0,0,0,0,1,1,133
3394,3483,dlf park place,5.75,sector 54,24688.0,2329.0,flat,Super Built up area 2329(216.37 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),2328.985043,1900.0,1700.0,3.0,4.0,3 ,12.0,North-East,relatively new,1,0,0,0,0,2,174
3395,3484,ss the leaf,2.15,sector 85,8928.0,2408.0,flat,Super Built up area 2408(223.71 sq.m.),2407.992069,,,3.0,5.0,3 ,2.0,,new Property,0,0,0,0,0,1,53
3396,3485,mahindra luminare,5.5,sector 59,18181.0,3025.0,flat,Super Built up area 3025(281.03 sq.m.),3024.9788169999997,,,3.0,3.0,1 ,26.0,,under construction,1,0,0,0,0,1,24
3397,3486,m3m woodshire,1.21,sector 107,6227.0,1943.0,flat,Super Built up area 1943(180.51 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),1942.9915889999997,,1500.0,3.0,3.0,3 ,7.0,East,moderately old,0,0,0,0,0,0,126
3398,3487,ss the coralwood,1.05,sector 84,6774.0,1550.0,flat,Super Built up area 1750(162.58 sq.m.)Built Up area: 1610 sq.ft. (149.57 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),1749.994862,1610.0,1550.0,3.0,3.0,3 ,6.0,North-East,relatively new,0,0,0,1,0,1,129
3399,3488,conscient heritage max,1.82,sector 102,9011.0,2020.0,flat,Super Built up area 1942(180.42 sq.m.),1942.0228379999999,,,3.0,4.0,3+ ,12.0,North-East,relatively new,1,0,0,0,0,1,101
3400,3489,,2.0,sector 7,13889.0,1439.9884800921593,house,Plot area 160(133.78 sq.m.),,1440.0,,2.0,2.0,2 ,2.0,North-West,old property,0,0,0,0,0,1,22
3401,3490,kendriya vihar,0.55,sector 56,9016.0,610.0,flat,Carpet area: 610 (56.67 sq.m.),,,610.0,1.0,2.0,1 ,0.0,,old property,0,0,0,0,0,1,68
3402,3491,unitech vistas,0.99,sector 70,6325.0,1565.0,flat,Super Built up area 1565(145.39 sq.m.),1564.9634209999997,,,3.0,4.0,2 ,11.0,,under construction,0,0,0,0,0,1,0
3403,3492,aipl zen residences,1.65,sector 70a,13074.0,1262.0,flat,Super Built up area 1262(117.24 sq.m.),1261.9596359999998,,,2.0,2.0,3 ,23.0,North-West,new Property,0,0,0,0,0,1,81
3404,3493,dlf regal gardens,2.05,sector 90,9000.0,2278.0,flat,Super Built up area 2215(205.78 sq.m.),2214.9953419999997,,,4.0,4.0,3+ ,5.0,,relatively new,0,0,0,0,0,0,49
3405,3494,rof ananda,0.33,sector 95,60.0,55000.0,flat,Carpet area: 54917 (5101.96 sq.m.),,,54917.0,2.0,2.0,1 ,13.0,South-West,relatively new,0,0,0,0,0,1,37
3406,3495,godrej,1.18,sector 79,8532.0,1383.0,flat,Super Built up area 1383(128.48 sq.m.),1382.9458719999998,,,2.0,2.0,3 ,7.0,North-West,relatively new,0,0,0,0,0,1,158
3407,3496,imperia the esfera,0.86,sector 37c,4886.0,1760.0,flat,Super Built up area 1760(163.51 sq.m.),1760.0052889999997,,,3.0,3.0,2 ,0.0,,new Property,0,0,0,1,0,1,35
3408,3497,indiabulls centrum park,1.15,sector 103,8679.0,1325.0,flat,Super Built up area 1325(123.1 sq.m.)Carpet area: 865 sq.ft. (80.36 sq.m.),1325.0360899999998,,865.0,2.0,2.0,3 ,10.0,North-East,relatively new,0,0,1,0,0,0,174
3409,3498,maruti vihar,1.0,sector 28,9090.0,1100.0,flat,Super Built up area 1100(102.19 sq.m.),1099.962941,,,1.0,1.0,1 ,1.0,North,old property,0,1,1,0,0,0,80
3410,3499,,4.35,sector 46,23693.0,1835.985312117503,house,Plot area 204(170.57 sq.m.),,1836.0,,8.0,8.0,2 ,3.0,North-East,relatively new,0,1,1,0,0,0,19
3411,3500,sapphire eighty three,0.4,sector 83,8547.0,468.0,flat,Carpet area: 468 (43.48 sq.m.),,,468.0,1.0,1.0,1 ,6.0,North-East,relatively new,0,0,0,0,0,2,52
3412,3501,,4.95,sector 2,20370.0,2430.0441826215024,house,Plot area 270(225.75 sq.m.),,2430.0,,6.0,5.0,3+ ,3.0,West,relatively new,1,0,0,0,0,1,91
3413,3502,paras dews,0.88,sector 106,6353.0,1385.0,flat,Super Built up area 1385(128.67 sq.m.)Built Up area: 940 sq.ft. (87.33 sq.m.)Carpet area: 845 sq.ft. (78.5 sq.m.),1384.9910129999998,940.0,845.0,2.0,2.0,3+ ,1.0,South,relatively new,0,0,0,0,0,1,49
3414,3503,shree vardhman flora,1.25,sector 90,4854.0,2575.0,flat,Super Built up area 2575(239.23 sq.m.),2575.0477969999997,,,4.0,5.0,2 ,8.0,South,relatively new,1,0,1,0,0,1,165
3415,3504,breez global hill view,0.35,sohna road,5319.0,658.0,flat,Built Up area: 658 (61.13 sq.m.)Carpet area: 554.17 sq.ft. (51.48 sq.m.),,658.0,554.17,2.0,2.0,2 ,18.0,,new Property,0,0,0,0,0,1,15
3416,3505,emaar palm heights,2.25,sector 77,11250.0,2000.0,flat,Super Built up area 2000(185.81 sq.m.),2000.0402589999999,,,3.0,3.0,3 ,22.0,,new Property,1,0,0,0,0,0,42
3417,3506,smart world gems,0.88,sector 89,7978.0,1103.0,flat,Built Up area: 1103 (102.47 sq.m.),,1103.0,,2.0,2.0,0 ,2.0,,undefined,0,0,0,0,0,1,45
3418,3507,,2.25,sector 51,25000.0,900.0,house,Plot area 100(83.61 sq.m.),,900.0,,6.0,3.0,3+ ,3.0,North-West,relatively new,0,0,0,0,0,1,54
3419,3508,corona optus,1.5,sector 37c,6361.0,2358.0,flat,Super Built up area 2358(219.07 sq.m.),2358.047573,,,3.0,4.0,3+ ,14.0,North-East,new Property,1,0,0,1,0,1,83
3420,3509,dlf the ultima,2.26,sector 81,10761.0,2100.0,flat,Super Built up area 2100(195.1 sq.m.),2100.03689,,,3.0,4.0,3+ ,17.0,West,new Property,1,0,0,0,0,2,174
3421,3510,paras quartier,7.5,gwal pahari,14018.0,5350.0,flat,Super Built up area 5350(497.03 sq.m.),5349.981217,,,4.0,4.0,3+ ,20.0,North-East,new Property,1,1,0,1,0,0,49
3422,3511,tulip violet,1.38,sector 69,8966.0,1539.0,flat,Super Built up area 1538(142.88 sq.m.),1537.9460319999998,,,3.0,3.0,1 ,12.0,West,relatively new,0,1,0,0,0,1,86
3423,3512,shree balaji appartment,0.4,sector 33,5000.0,800.0,flat,Super Built up area 800(74.32 sq.m.),799.973048,,,2.0,2.0,2 ,1.0,,relatively new,0,0,0,0,0,2,0
3424,3513,palam vihar extension west zone rwa,0.35,sector 2,6481.0,540.0401172658541,house,Plot area 600(55.74 sq.m.)Carpet area: 540 sq.ft. (50.17 sq.m.),,,540.0,2.0,2.0,0 ,1.0,North-East,new Property,0,0,0,0,0,1,0
3425,3514,godrej summit,0.82,sector 104,9854.0,832.0,flat,Carpet area: 77.31,,823.9,,2.0,2.0,3 ,12.0,,relatively new,0,0,1,0,0,1,120
3426,3515,supertech araville,1.0,sector 79,6535.0,1530.0,flat,Carpet area: 1530 (142.14 sq.m.),,,1530.0,2.0,2.0,3 ,4.0,,relatively new,0,0,1,0,0,1,24
3427,3516,imperia the esfera,0.7,sector 37c,4879.0,1435.0,flat,Super Built up area 1435(133.32 sq.m.),1435.043148,,,2.0,3.0,3+ ,12.0,North,under construction,0,0,1,1,0,1,58
3428,3517,raheja atharva,2.2,sector 109,9490.0,2318.0,flat,Carpet area: 2318 (215.35 sq.m.),,,2318.0,3.0,3.0,2 ,7.0,North,moderately old,1,0,0,0,0,0,111
3429,3518,ansal sushant lok plots,11.5,sector 43,17692.0,6500.113045444268,house,Plot area 3762(349.5 sq.m.)Built Up area: 9000 sq.ft. (836.13 sq.m.)Carpet area: 6500 sq.ft. (603.87 sq.m.),,9000.0,6500.0,7.0,8.0,3+ ,3.0,,old property,1,1,0,0,1,0,31
3430,3519,bestech park view ananda,4.35,sector 81,7937.0,5480.660199067658,house,Plot area 5480(509.11 sq.m.),,5480.0,,4.0,4.0,3 ,2.0,North,relatively new,1,0,0,0,1,1,51
3431,3520,m3m skywalk,1.52,sector 74,13342.0,1139.0,flat,Super Built up area 1400(130.06 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.)Carpet area: 1139.2 sq.ft. (105.84 sq.m.),1399.952834,1250.0,1139.2,2.0,2.0,3 ,6.0,South-East,relatively new,0,0,0,0,1,1,174
3432,3522,emaar gurgaon greens,1.49,sector 102,9030.0,1650.0,flat,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),1649.9982309999998,,1022.58,3.0,3.0,3 ,10.0,North-East,relatively new,0,0,0,0,0,0,159
3433,3523,dlf new town heights,1.55,sector 90,6556.0,2364.0,flat,Super Built up area 2364(219.62 sq.m.),2363.967718,,,4.0,4.0,3+ ,1.0,South-East,relatively new,1,1,0,0,0,1,81
3434,3524,ats tourmaline,1.4,sector 109,8000.0,1750.0,flat,Super Built up area 1750(162.58 sq.m.)Built Up area: 1466 sq.ft. (136.2 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),1749.994862,1466.0,1350.0,3.0,3.0,3+ ,8.0,North-East,relatively new,0,0,0,0,1,1,119
3435,3525,tulip violet,3.05,sector 69,9664.0,3156.0,flat,Super Built up area 3156(293.2 sq.m.),3155.9754799999996,,,4.0,5.0,3+ ,14.0,South-West,relatively new,1,0,0,1,0,1,49
3436,3526,international city by sobha phase 1,5.7,sector 109,10556.0,5399.772641151952,house,Plot area 600(501.68 sq.m.),,5400.0,,4.0,4.0,3+ ,4.0,East,relatively new,1,0,1,0,0,1,98
3437,3527,ambience creacions,2.0,sector 22,14492.0,1380.0,flat,Carpet area: 1380 (128.21 sq.m.),,,1380.0,2.0,2.0,2 ,9.0,East,relatively new,0,0,0,0,0,1,49
3438,3528,signature global solera,0.25,sector 107,7862.0,318.0,flat,Built Up area: 318 (29.54 sq.m.),,318.0,,1.0,1.0,0 ,0.0,,undefined,0,0,0,0,0,1,55
3439,3529,shree vardhman flora,0.95,sector 90,6333.0,1500.0,flat,Carpet area: 1500 (139.35 sq.m.),,,1500.0,3.0,3.0,3 ,9.0,South-East,relatively new,1,0,0,0,0,1,90
3440,3530,signature global park,0.91,sohna road,6289.0,1447.0,flat,Carpet area: 1439 (133.69 sq.m.),,,1439.0,3.0,3.0,3 ,1.0,West,relatively new,0,1,0,0,0,1,165
3441,3531,,0.9,sector 3,8928.0,1008.0645161290324,house,Built Up area: 1008 (93.65 sq.m.),,1008.0,,3.0,1.0,0 ,1.0,,undefined,0,0,0,0,0,1,0
3442,3532,central park flower valley,1.79,sector 33,11251.0,1591.0,flat,Super Built up area 1789(166.2 sq.m.),1788.9601799999998,,,3.0,3.0,3 ,3.0,South,old property,0,0,0,0,0,1,71
3443,3534,housing board colony,0.3,sector 51,7317.0,410.0,flat,Super Built up area 510(47.38 sq.m.)Carpet area: 410 sq.ft. (38.09 sq.m.),509.993582,,410.0,1.0,1.0,2 ,0.0,South,old property,0,0,0,0,0,1,0
3444,3535,,1.15,sector 2,19360.0,594.00826446281,house,Plot area 66(55.18 sq.m.),,594.0,,3.0,3.0,2 ,2.0,South-East,old property,0,0,0,0,0,0,32
3445,3536,ireo uptown,2.4,sector 66,13064.0,1837.0,flat,Super Built up area 1837(170.66 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),1836.9671739999999,1700.0,1600.0,3.0,2.0,3 ,5.0,North-East,relatively new,1,0,0,0,0,0,156
3446,3537,tata primanti,3.25,sector 72,10545.0,3082.0,flat,Super Built up area 3300(306.58 sq.m.),3299.9964619999996,,,3.0,3.0,3 ,2.0,South,moderately old,1,0,0,0,0,1,94
3447,3538,eldeco mansionz,4.95,sector 48,20599.0,2403.0292732656926,house,Plot area 267(223.25 sq.m.),,2403.0,,7.0,7.0,3+ ,2.0,South,old property,1,1,1,0,1,0,145
3448,3539,breez global hill view,0.3,sohna road,5124.0,585.0,flat,Carpet area: 585.41 (54.39 sq.m.),,,585.41,2.0,2.0,1 ,11.0,North,new Property,0,0,0,0,0,1,91
3449,3540,central park flower valley,2.3,sector 33,12777.0,1800.0,flat,Carpet area: 1800 (167.23 sq.m.),,,1800.0,4.0,4.0,3+ ,5.0,North-East,new Property,1,1,0,0,0,1,42
3450,3541,vipul tatvam villa,5.5,sector 48,21219.0,2592.016588906169,house,Plot area 288(240.8 sq.m.),,2592.0,,3.0,6.0,2 ,2.0,North,moderately old,1,0,0,1,0,0,106
3451,3542,the crew bos chs manesar,0.85,manesar,3695.0,2300.0,flat,Carpet area: 2300 (213.68 sq.m.),,,2300.0,3.0,3.0,2 ,2.0,East,moderately old,0,0,0,0,0,1,44
3452,3543,vatika lifestyle homes,1.04,sector 83,5699.0,1825.0,flat,Super Built up area 1755(163.04 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),1754.946256,1500.0,1100.0,3.0,2.0,2 ,2.0,South-West,moderately old,0,0,0,0,0,1,95
3453,3544,ss the leaf,1.93,sector 85,8075.0,2390.0,flat,Super Built up area 2408(223.71 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2390 sq.ft. (222.04 sq.m.),2407.992069,2400.0,2390.0,3.0,4.0,3 ,7.0,North-East,relatively new,1,0,0,0,0,1,174
3454,3545,,1.15,sector 7,8518.0,1350.0821789152385,house,Plot area 150(125.42 sq.m.),,1350.0,,5.0,3.0,2 ,2.0,North-East,old property,0,1,0,0,0,1,15
3455,3546,sare petioles,1.3,sector 92,6373.0,2040.0,flat,Built Up area: 2040 (189.52 sq.m.),,2040.0,,4.0,4.0,0 ,7.0,,undefined,0,0,0,0,0,1,0
3456,3547,kiran residency,1.5,sector 56,7500.0,2000.0,flat,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2000.0402589999999,1900.0,1800.0,3.0,3.0,3+ ,4.0,North,relatively new,1,0,0,0,0,0,126
3457,3548,pyramid urban homes 2,0.43,sector 86,8582.0,501.0,flat,Carpet area: 501 (46.54 sq.m.),,,501.0,2.0,2.0,1 ,6.0,North-East,new Property,0,0,0,1,0,1,72
3458,3549,corona gracieux,0.75,sector 76,5660.0,1325.0,flat,Super Built up area 1325(123.1 sq.m.),1325.0360899999998,,,2.0,2.0,3 ,13.0,,relatively new,0,0,0,0,0,0,0
3459,3550,m3m golfestate,6.15,sector 65,18287.0,3363.0,flat,Super Built up area 3363(312.43 sq.m.)Carpet area: 2710 sq.ft. (251.77 sq.m.),3362.965277,,2710.0,3.0,3.0,3 ,23.0,,moderately old,1,0,1,0,0,0,60
3460,3551,unitech uniworld resorts,,sector 33,,,house,Plot area 520(434.79 sq.m.),,520.0,,5.0,8.0,3+ ,4.0,West,relatively new,1,0,0,0,1,0,100
3461,3552,emaar gurgaon greens,1.45,sector 102,8787.0,1650.0,flat,Super Built up area 1650(153.29 sq.m.),1649.9982309999998,,,3.0,3.0,3 ,7.0,North-East,relatively new,1,0,0,0,0,1,159
3462,3553,umang monsoon breeze,1.25,sector 78,5000.0,2500.0,flat,Super Built up area 2350(218.32 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),2349.974648,2300.0,2000.0,4.0,4.0,3 ,2.0,East,relatively new,1,1,0,1,0,1,57
3463,3554,,,sector 11,,,house,Plot area 1000(92.9 sq.m.),,1000.0,,2.0,2.0,1 ,1.0,,moderately old,0,0,0,0,0,1,0
3464,3555,,1.0,sector 3 phase 3 extension,6667.0,1499.9250037498125,house,Built Up area: 1500 (139.35 sq.m.),,1500.0,,1.0,1.0,0 ,1.0,,undefined,0,0,0,0,0,1,0
3465,3556,microtek greenburg,1.3,sector 86,8756.0,1485.0,flat,Super Built up area 1480(137.5 sq.m.),1480.0362499999999,,,2.0,2.0,3 ,10.0,,relatively new,0,0,1,0,0,1,38
3466,3557,,4.31,sector 25,31926.0,1349.9968677566872,house,Plot area 150(125.42 sq.m.),,1350.0,,5.0,4.0,3 ,3.0,North,old property,0,0,0,0,0,1,40
3467,3558,ambience creacions,1.99,sector 22,14420.0,1380.0,flat,Super Built up area 1380(128.21 sq.m.)Built Up area: 1285 sq.ft. (119.38 sq.m.)Carpet area: 1280 sq.ft. (118.92 sq.m.),1380.0396190000001,1285.0,1280.0,2.0,2.0,2 ,9.0,North-East,new Property,1,1,1,0,0,1,20
3468,3559,,1.16,sector 37d,7539.0,1538.6656055179733,house,Built Up area: 1535 (142.61 sq.m.),,1535.0,,1.0,1.0,0 ,1.0,,undefined,0,0,0,0,0,1,0
3469,3560,dnha cghs,0.85,sector 1,3864.0,2200.0,flat,Built Up area: 2200 (204.39 sq.m.),,2200.0,,3.0,3.0,0 ,5.0,,undefined,0,0,0,0,0,1,0
3470,3561,ild greens,0.75,sector 37c,5245.0,1430.0,flat,Built Up area: 1430 (132.85 sq.m.),,1430.0,,2.0,2.0,3+ ,13.0,East,undefined,0,0,0,0,0,1,51
3471,3562,uphar lakshya homes,0.42,sector 105,4200.0,1000.0,flat,Carpet area: 1000 (92.9 sq.m.),,,1000.0,3.0,2.0,1 ,1.0,East,relatively new,0,0,0,0,0,1,7
3472,3563,unitech deerwood chase,15.0,sector 50,33333.0,4500.045000450004,house,Plot area 500(418.06 sq.m.),,4500.0,,4.0,4.0,2 ,2.0,West,moderately old,1,0,0,0,0,1,160
3473,3564,,10.85,sector 25,38150.0,2844.0366972477063,house,Plot area 316(264.22 sq.m.),,2844.0,,6.0,6.0,1 ,3.0,North-East,relatively new,0,0,0,0,1,0,136
3474,3565,pioneer park,2.04,sector 61,14623.0,1395.0,flat,Super Built up area 1795(166.76 sq.m.)Built Up area: 1595 sq.ft. (148.18 sq.m.)Carpet area: 1395 sq.ft. (129.6 sq.m.),1794.987964,1595.0,1395.0,3.0,3.0,3+ ,16.0,South,moderately old,1,0,0,0,0,0,165
3475,3566,international city by sobha phase 1,6.0,sector 109,24691.0,2430.035235510915,house,Plot area 270(225.75 sq.m.),,2430.0,,4.0,5.0,3+ ,2.0,North,relatively new,1,0,0,0,0,0,96
3476,3567,tulip ivory,5.0,sector 70,10416.0,4800.0,flat,Carpet area: 4800 (445.93 sq.m.),,,4800.0,6.0,7.0,3+ ,0.0,,relatively new,1,0,1,0,0,1,119
3477,3568,mvn athens,0.26,sohna road,5397.0,482.0,flat,Carpet area: 481.73 (44.75 sq.m.),,,481.73,2.0,2.0,1 ,5.0,,relatively new,0,0,0,0,0,1,95
3478,3569,railway officers rpf society,1.25,sector 9a,6921.0,1806.0,flat,Carpet area: 1806 (167.78 sq.m.),,,1806.0,4.0,3.0,3 ,1.0,South-West,old property,1,0,0,0,0,0,12
3479,3570,krrish florence estate,1.3,sector 70,5600.0,2321.0,flat,Built Up area: 1865 (173.26 sq.m.),,1865.0,,3.0,3.0,3 ,17.0,,under construction,0,0,0,0,0,0,61
3480,3571,smart world orchard,1.58,sector 61,13739.0,1150.0,flat,Carpet area: 1150 (106.84 sq.m.),,,1150.0,2.0,2.0,2 ,3.0,South,new Property,0,0,1,0,0,1,15
3481,3572,emaar mgf the palm drive,1.51,sector 66,15130.0,998.0,flat,Super Built up area 1200(111.48 sq.m.)Built Up area: 1188 sq.ft. (110.37 sq.m.)Carpet area: 998 sq.ft. (92.72 sq.m.),1199.959572,1188.0,998.0,2.0,2.0,2 ,5.0,North,relatively new,0,1,0,0,0,0,82
3482,3573,,0.35,sector 105,7778.0,449.9871432244793,house,Carpet area: 500 (46.45 sq.m.),,,500.0,2.0,2.0,1 ,2.0,East,undefined,0,0,0,0,0,1,0
3483,3574,ireo skyon,3.75,sector 60,13392.0,2800.0,flat,Super Built up area 2800(260.13 sq.m.),2800.0133069999997,,,4.0,5.0,3 ,15.0,South,relatively new,1,0,0,0,0,1,167
3484,3575,,2.8,sector 55,18667.0,1499.973214764022,house,Built Up area: 1500 (139.35 sq.m.),,1500.0,,4.0,4.0,0 ,2.0,,undefined,0,0,0,0,0,1,0
