level_0,index,society,price,sector,price_per_sqft,area,property_type,areaWithType,super_built_up_area,built_up_area,carpet_area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,servant room,pooja room,study room,others,store room,furnishing_type,luxary_score
36,37,paras dews,1.25,sector 106,7102.0,1760.0,flat,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),1760.0052889999997,1186.0,1130.0,3.0,4.0,3+ ,5.0,North-East,relatively new,1,0,0,0,0,1,165
37,38,m3m heights,2.15,sector 65,15003.0,1433.0,flat,Built Up area: 1433 (133.13 sq.m.),,1433.0,,2.0,2.0,3+ ,28.0,East,undefined,0,0,0,0,0,1,48
38,39,sidhartha ncr greens,0.56,sector 95,5656.0,990.0,flat,Super Built up area 990(91.97 sq.m.),989.955883,,,2.0,2.0,3 ,13.0,,new Property,0,0,0,0,0,1,8
39,40,tarc maceo,0.96,sector 91,5413.0,1774.0,flat,Super Built up area 1404(130.44 sq.m.),1404.0431159999998,,,2.0,2.0,3+ ,8.0,East,moderately old,0,0,0,0,0,1,85
40,41,cancon enclave,1.05,sector 4,7777.0,1350.0,flat,Carpet area: 1350 (125.42 sq.m.),,,1350.0,3.0,2.0,2 ,2.0,,new Property,0,0,0,0,0,0,0
41,42,dlf new town heights,1.25,sector 90,8638.0,1447.0,flat,Carpet area: 1447 (134.43 sq.m.),,,1447.0,3.0,4.0,3+ ,0.0,North-West,old property,1,0,0,0,0,2,31
42,43,signature global solera,0.36,sector 107,6581.0,547.0,flat,Carpet area: 547 (50.82 sq.m.),,,547.0,2.0,2.0,2 ,8.0,South-East,relatively new,0,0,0,0,0,1,45
43,44,gls avenue 51,0.5,sector 92,7812.0,640.0,flat,Super Built up area 640(59.46 sq.m.),640.021494,,,3.0,3.0,1 ,0.0,,relatively new,0,0,0,0,0,1,0
44,45,eldeco accolade,0.73,sohna road,5775.0,1264.0,flat,Super Built up area 1264(117.43 sq.m.)Carpet area: 730 sq.ft. (67.82 sq.m.),1264.004777,,730.0,2.0,2.0,3 ,5.0,West,relatively new,0,1,0,0,0,1,33
45,46,raheja vedaanta,1.5,sector 108,5263.0,2850.0,flat,Built Up area: 2850 (264.77 sq.m.),,2850.0,,3.0,4.0,0 ,12.0,,undefined,0,0,0,0,0,1,0
46,47,ace palm floors,0.97,sector 89,7863.0,1234.0,flat,Carpet area: 1234 (114.64 sq.m.),,,1234.0,2.0,2.0,2 ,1.0,,new Property,0,0,1,0,0,1,28
47,48,paras dews,0.92,sector 106,6642.0,1385.0,flat,Super Built up area 1385(128.67 sq.m.)Built Up area: 940 sq.ft. (87.33 sq.m.)Carpet area: 845 sq.ft. (78.5 sq.m.),1384.9910129999998,940.0,845.0,2.0,2.0,3+ ,2.0,East,relatively new,0,0,0,0,0,1,174
48,49,signature the roselia,0.41,sector 95,6194.0,662.0,flat,Built Up area: 670 (62.25 sq.m.)Carpet area: 569.25 sq.ft. (52.89 sq.m.),,670.0,569.25,2.0,2.0,2 ,12.0,North,new Property,0,0,1,0,0,0,90
49,50,gls arawali homes,0.3,sohna road,5291.0,567.0,flat,Super Built up area 567(52.68 sq.m.)Carpet area: 467 sq.ft. (43.39 sq.m.),567.042252,,467.0,2.0,2.0,2 ,10.0,,relatively new,0,0,0,0,0,1,42
50,51,emaar mgf emerald floors premier,3.0,sector 65,15189.0,1975.0,flat,Super Built up area 1975(183.48 sq.m.),1974.9603719999998,,,4.0,4.0,3+ ,2.0,South-East,relatively new,1,0,0,0,0,1,87
51,52,emaar gurgaon greens,1.35,sector 102,8181.0,1650.0,flat,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),1649.9982309999998,,1022.58,3.0,3.0,3 ,5.0,North-West,relatively new,1,0,0,0,0,1,119
52,53,shapoorji pallonji joyville gurugram,2.0,sector 102,17729.0,1128.0,flat,Super Built up area 1852(172.06 sq.m.)Built Up area: 1456 sq.ft. (135.27 sq.m.)Carpet area: 1128.09 sq.ft. (104.8 sq.m.),1852.036634,1456.0,1128.09,3.0,3.0,3+ ,1.0,South,relatively new,0,0,0,0,1,1,139
53,54,zara aavaas,0.4,sector 104,7036.0,569.0,flat,Super Built up area 568.46(52.81 sq.m.),568.46,,,2.0,2.0,1 ,4.0,North,relatively new,0,0,0,0,0,1,52
54,55,hsiidc sidco shivalik apartments,0.6,manesar,4000.0,1500.0,flat,Super Built up area 1500(139.35 sq.m.)Carpet area: 1077 sq.ft. (100.06 sq.m.),1499.949465,,1077.0,3.0,2.0,2 ,5.0,South-East,moderately old,0,0,0,0,0,1,80
55,56,dlf the ultima,2.25,sector 81,10553.0,2132.0,flat,Super Built up area 2132(198.07 sq.m.),2132.0056729999997,,,3.0,3.0,3+ ,15.0,North-East,relatively new,1,0,0,0,0,2,165
56,57,shapoorji pallonji joyville gurugram,0.96,sector 102,10491.0,915.0,flat,Super Built up area 915(85.01 sq.m.),915.039139,,,2.0,2.0,2 ,10.0,East,relatively new,0,0,0,0,0,1,132
57,58,,0.55,sector 3,7333.0,750.0340924587481,house,Built Up area: 750 (69.68 sq.m.),,750.0,,1.0,1.0,0 ,1.0,,undefined,0,0,0,0,0,1,0
58,59,unitech uniworld gardens,2.4,sector 47,11505.0,2086.0,flat,Super Built up area 2086(193.8 sq.m.),2086.04382,,,3.0,3.0,3+ ,10.0,,moderately old,1,0,0,0,0,0,120
59,60,ss the leaf,2.1,sector 85,7467.0,2812.0,flat,Super Built up area 2812(261.24 sq.m.),2811.961236,,,4.0,5.0,3+ ,9.0,East,relatively new,0,0,0,0,0,0,67
60,61,whiteland blissville,1.9,sector 76,11363.0,1672.0,flat,Super Built up area 1672(155.33 sq.m.),1671.9565870000001,,,3.0,3.0,2 ,0.0,,under construction,0,0,0,0,0,1,61
61,62,,9.0,sector 13,100000.0,900.0,house,Plot area 900(83.61 sq.m.),,900.0,,10.0,5.0,3+ ,4.0,,old property,0,0,0,0,0,1,0
62,63,mapsko casa bella,3.0,sector 82,6134.0,4891.0,flat,Super Built up area 4890(454.3 sq.m.),4890.03977,,,4.0,6.0,3+ ,25.0,West,relatively new,1,1,0,0,0,0,119
63,64,palam vihar society,3.35,sector 2,7444.0,4500.0,flat,Carpet area: 4500 (418.06 sq.m.),,,4500.0,4.0,4.0,3+ ,2.0,,new Property,0,0,1,0,0,1,66
64,65,experion windchants,6.5,sector 112,10416.0,6240.0,flat,Built Up area: 4800 (445.93 sq.m.),,4800.0,,4.0,5.0,3 ,11.0,South,relatively new,0,0,0,0,0,1,55
65,66,vatika the seven lamps,0.85,sector 82,5979.0,1422.0,flat,Super Built up area 1430(132.85 sq.m.),1429.984115,,,2.0,2.0,2 ,9.0,North-East,relatively new,0,0,1,0,0,1,117
66,67,dlf the skycourt,1.72,sector 86,8916.0,1929.0,flat,Super Built up area 1929(179.21 sq.m.),1928.998519,,,3.0,3.0,1 ,8.0,North,relatively new,0,0,0,1,0,0,49
67,68,m3m skycity,1.8,sector 65,13700.0,1314.0,flat,Carpet area: 1310 (121.7 sq.m.),,,1310.0,2.0,2.0,3 ,13.0,,new Property,0,0,0,0,0,1,73
68,69,m3m woodshire,1.4,sector 107,5929.0,2361.0,flat,Super Built up area 2361(219.34 sq.m.),2360.953826,,,3.0,4.0,0 ,1.0,East,new Property,0,0,0,0,0,1,67
69,70,ss omnia,0.42,sector 86,84000.0,50.0,house,Plot area 50(4.65 sq.m.),,50.0,,5.0,3.0,2 ,3.0,,relatively new,0,0,0,0,0,1,0
70,71,kiran residency,1.55,sector 56,7750.0,2000.0,flat,Super Built up area 2000(185.81 sq.m.),2000.0402589999999,,,3.0,3.0,3 ,5.0,North,old property,1,0,0,0,0,0,52
71,72,eldeco mansionz,5.15,sector 48,18885.0,2727.0320360074134,house,Plot area 303(253.35 sq.m.)Built Up area: 302 sq.yards (252.51 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),,2718.0,2700.0,5.0,7.0,3 ,2.0,East,moderately old,1,1,0,0,0,0,145
72,73,tarc maceo,1.4,sector 91,7407.0,1890.0,flat,Super Built up area 1890(175.59 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),1890.033201,1700.0,1600.0,3.0,3.0,3+ ,7.0,North,relatively new,0,0,0,0,0,1,76
73,74,godrej air,2.5,sector 85,1379.0,18129.0,flat,Carpet area: 18122 (1683.59 sq.m.),,,18122.0,4.0,5.0,3+ ,16.0,North-East,under construction,0,1,1,1,0,0,44
74,75,ashiana mulberry,0.74,sohna road,6016.0,1230.0,flat,Carpet area: 1230 (114.27 sq.m.),,,1230.0,2.0,2.0,3+ ,12.0,,relatively new,0,0,0,0,0,1,71
75,76,shree vardhman victoria,1.66,sector 70,14254.0,1165.0,flat,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),1949.988124,,1161.0,3.0,5.0,3 ,8.0,North,relatively new,1,0,0,0,0,1,108
76,77,bptp astaire gardens,1.18,sector 70a,8137.0,1450.1659088116014,house,Carpet area: 1450 (134.71 sq.m.),,,1450.0,3.0,3.0,3+ ,2.0,North-East,relatively new,0,0,0,1,0,0,153
77,78,hero homes,1.4,sector 104,15826.0,885.0,flat,Super Built up area 1389(129.04 sq.m.)Carpet area: 884.58 sq.ft. (82.18 sq.m.),1388.973656,,884.58,3.0,2.0,2 ,4.0,North,old property,0,0,0,0,0,1,49
78,79,,15.0,sector 26,33200.0,4518.0722891566265,house,Plot area 502(419.74 sq.m.),,4518.0,,5.0,6.0,3+ ,3.0,North,moderately old,1,1,1,0,1,0,78
79,80,central park flower valley,1.35,sector 33,10384.0,1300.0,flat,Carpet area: 1300 (120.77 sq.m.),,,1300.0,3.0,2.0,2 ,3.0,West,new Property,0,0,0,0,0,1,87
80,81,tulip violet,1.43,sector 69,8886.0,1609.0,flat,Super Built up area 1608(149.39 sq.m.),1608.0190209999998,,,3.0,3.0,2 ,1.0,North-West,relatively new,0,1,0,0,0,1,86
81,82,supertech hilltown,0.8,sector 2,5556.0,1440.0,flat,Built Up area: 1440 (133.78 sq.m.)Carpet area: 1080 sq.ft. (100.34 sq.m.),,1440.0,1080.0,3.0,2.0,3 ,8.0,,undefined,0,0,0,0,0,1,0
82,83,chd avenue,1.3,sector 71,5531.0,2350.0,flat,Super Built up area 2350(218.32 sq.m.),2349.974648,,,4.0,4.0,3 ,5.0,North-East,moderately old,1,0,0,0,0,1,126
83,84,professors enclave cghs,1.55,sector 56,7750.0,2000.0,flat,Super Built up area 2000(185.81 sq.m.),2000.0402589999999,,,3.0,3.0,3+ ,6.0,East,moderately old,1,0,0,0,0,0,49
84,85,tata primanti,6.75,sector 72,19285.0,3500.0,flat,Super Built up area 4250(394.84 sq.m.)Built Up area: 4000 sq.ft. (371.61 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4250.018276,4000.0,3500.0,4.0,4.0,3+ ,0.0,North-East,new Property,1,0,0,0,0,0,174
85,86,puri emerald bay,2.23,sector 104,9911.0,2250.0,flat,Super Built up area 2450(227.61 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),2449.971279,,2250.0,3.0,4.0,3+ ,10.0,East,relatively new,1,0,0,0,0,0,159
86,87,unitech uniworld resorts,11.0,sector 33,26667.0,4124.948438144524,house,Plot area 500(418.06 sq.m.),,500.0,,5.0,6.0,3 ,3.0,,new Property,1,0,1,0,0,1,58
87,88,signature global solera,0.5,sector 107,7692.0,650.0,flat,Super Built up area 546(50.73 sq.m.),546.052647,,,2.0,2.0,1 ,11.0,,relatively new,0,0,0,0,0,1,55
88,89,dlf the primus,2.7,sector 82a,10481.0,2576.0,flat,Super Built up area 2576(239.32 sq.m.)Carpet area: 1306 sq.ft. (121.33 sq.m.),2576.0165479999996,,1306.0,4.0,4.0,3+ ,18.0,East,moderately old,1,0,0,0,0,1,38
89,90,ats kocoon,1.7,sector 109,9742.0,1745.0,flat,Super Built up area 1745(162.12 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.),1745.043468,,,3.0,3.0,3 ,22.0,East,relatively new,0,0,0,0,0,1,74
90,91,nul,15.0,sector 25,23437.0,6400.1365362461065,house,Built Up area: 6400 (594.58 sq.m.),,6400.0,,5.0,5.0,3 ,2.0,West,moderately old,1,1,1,0,0,0,112
91,92,ats triumph,2.65,sector 104,8412.0,3150.0,flat,Super Built up area 3150(292.64 sq.m.),3149.9476959999997,,,4.0,4.0,3+ ,10.0,North-East,relatively new,1,0,0,0,0,1,174
92,93,ramsons kshitij,0.3,sector 95,3158.0,950.0,flat,Built Up area: 950 (88.26 sq.m.)Carpet area: 552 sq.ft. (51.28 sq.m.),,950.0,552.0,2.0,2.0,1 ,11.0,,undefined,0,0,0,0,0,1,0
93,94,vatika city homes,1.05,sector 83,8571.0,1225.0,flat,Super Built up area 1740(161.65 sq.m.)Carpet area: 1225 sq.ft. (113.81 sq.m.),1739.984435,,1225.0,3.0,3.0,3 ,8.0,South-East,moderately old,0,1,0,0,0,0,103
94,95,m3m skywalk,1.57,sector 74,11000.0,1427.0,flat,Super Built up area 1424(132.29 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),1423.9563309999999,1300.0,1100.0,2.0,2.0,3+ ,10.0,South,relatively new,0,0,0,1,0,1,137
95,96,adani oyster greens,1.9,sector 102,10058.0,1889.0,flat,Carpet area: 1889 (175.49 sq.m.),,,1889.0,3.0,3.0,3+ ,9.0,North-East,relatively new,0,1,1,0,1,1,0
96,98,landmark the residency,0.9,sector 103,6666.0,1350.0,flat,Super Built up area 1350(125.42 sq.m.),1350.0083379999999,,,2.0,2.0,2 ,1.0,South-West,relatively new,0,0,0,0,0,1,44
97,99,tarc maceo,0.9,sector 91,6870.0,1310.0,flat,Super Built up area 1310(121.7 sq.m.),1309.96663,,,2.0,2.0,2 ,13.0,East,relatively new,0,0,0,0,0,2,67
98,100,cghs airport apartment,1.8,sector 47,6000.0,3000.0,flat,Super Built up area 3000(278.71 sq.m.)Carpet area: 2700 sq.ft. (250.84 sq.m.),3000.0065689999997,,2700.0,4.0,4.0,3+ ,4.0,North-West,moderately old,0,0,0,0,1,0,120
99,101,m3m capital,2.57,sector 113,15575.0,1650.0,flat,Built Up area: 2060 (191.38 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),,2060.0,1650.0,4.0,5.0,3+ ,25.0,East,under construction,0,0,1,0,0,0,79
100,102,ss the leaf,1.04,sector 85,5973.0,1741.0,flat,Super Built up area 1741(161.74 sq.m.),1740.953186,,,2.0,3.0,3+ ,4.0,West,relatively new,0,0,0,0,1,1,113
101,103,m3m woodshire,1.65,sector 107,5960.0,2768.0,flat,Super Built up area 2768(257.16 sq.m.),2768.0445240000004,,,4.0,5.0,3+ ,12.0,North-West,relatively new,1,0,0,0,0,1,21
102,104,bestech park view grand spa,2.2,sector 81,8270.0,2660.0,flat,Super Built up area 2660(247.12 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),2659.974968,,2300.0,3.0,4.0,3+ ,8.0,East,relatively new,1,0,0,0,0,0,165
103,105,,3.65,sector 2,23442.0,1557.0343827318488,house,Plot area 173(144.65 sq.m.),,1557.0,,9.0,9.0,3+ ,3.0,West,new Property,1,1,0,0,0,0,116
104,106,signature global park,0.87,sohna road,7190.0,1210.0,flat,Built Up area: 1210 (112.41 sq.m.)Carpet area: 870 sq.ft. (80.83 sq.m.),,1210.0,870.0,3.0,2.0,3 ,4.0,,undefined,0,0,0,0,0,1,58
105,107,,3.25,sector 24,30384.0,1069.641916798315,house,Plot area 1069.63(99.37 sq.m.),,1069.0,,4.0,4.0,3 ,3.0,,old property,0,0,0,0,0,1,15
106,108,emaar palm heights,1.79,sector 77,8839.0,2025.0,flat,Super Built up area 2025(188.13 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1548 sq.ft. (143.81 sq.m.),2025.012507,1600.0,1548.0,3.0,3.0,3 ,1.0,North-East,new Property,1,0,0,0,0,0,49
107,109,experion the heartsong,1.02,sector 108,7950.0,1283.0,flat,Built Up area: 1283 (119.19 sq.m.)Carpet area: 734.43 sq.ft. (68.23 sq.m.),,1283.0,734.43,2.0,3.0,3 ,4.0,,relatively new,0,0,1,0,0,1,112
108,110,dlf the ultima,2.34,sector 81,11185.0,2092.0,flat,Super Built up area 2092(194.35 sq.m.)Built Up area: 1760 sq.ft. (163.51 sq.m.)Carpet area: 1670 sq.ft. (155.15 sq.m.),2091.963965,1760.0,1670.0,3.0,4.0,3+ ,14.0,South-East,relatively new,1,0,0,0,0,2,174
109,111,signature global orchard avenue,0.4,sector 93,7359.0,544.0,flat,Carpet area: 543.53 (50.5 sq.m.),,,543.53,2.0,2.0,2 ,11.0,,new Property,0,0,0,0,0,1,37
110,112,adani m2k oyster grande,1.95,sector 102,7561.0,2579.0,flat,Super Built up area 2579(239.6 sq.m.),2579.03044,,,3.0,4.0,3 ,9.0,South,relatively new,1,0,1,0,0,0,83
111,113,vatika city,2.1,sector 49,10418.0,2016.0,flat,Super Built up area 2015.58(187.25 sq.m.)Built Up area: 1604.25 sq.ft. (149.04 sq.m.),2015.58,1604.25,,3.0,3.0,3 ,9.0,South,moderately old,0,1,0,0,0,0,132
112,114,dlf city plots phase 2,10.5,sector 25,261194.0,402.0000459428624,house,Plot area 402(37.35 sq.m.),,402.0,,4.0,4.0,2 ,2.0,East,old property,1,1,0,0,0,0,91
113,115,m3m merlin,3.4,sector 67,14418.0,2358.0,flat,Super Built up area 2358(219.07 sq.m.)Carpet area: 1708 sq.ft. (158.68 sq.m.),2358.047573,,1708.0,3.0,4.0,3 ,16.0,North-West,relatively new,1,0,0,0,0,0,174
114,116,conscient heritage max,1.82,sector 102,9371.0,1942.0,flat,Super Built up area 1942(180.42 sq.m.),1942.0228379999999,,,3.0,4.0,3+ ,15.0,East,moderately old,1,0,0,0,0,1,125
115,117,shree vardhman flora,0.7,sector 90,5177.0,1352.0,flat,Carpet area: 1352 (125.6 sq.m.),,,1352.0,2.0,3.0,2 ,7.0,North,relatively new,0,0,1,0,0,0,49
116,118,emaar gurgaon greens,1.4,sector 102,8484.0,1650.0,flat,Super Built up area 1650(153.29 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),1649.9982309999998,,1200.0,3.0,3.0,3 ,9.0,South-West,relatively new,1,0,0,0,0,1,49
117,119,umang winter hills,1.0,sector 77,7500.0,1333.0,flat,Carpet area: 1340 (124.49 sq.m.),,,1340.0,2.0,2.0,2 ,3.0,,new Property,0,0,0,0,0,1,74
118,120,iffco nagar and 17b rwa,2.98,sector 17,20566.0,1448.9934843917144,house,Plot area 161(134.62 sq.m.),,1449.0,,6.0,6.0,3+ ,3.0,East,relatively new,0,1,1,0,0,1,78
119,122,emaar mgf emerald floors premier,3.5,sector 65,17721.0,1975.0,flat,Super Built up area 1975(183.48 sq.m.),1974.9603719999998,,,4.0,4.0,3 ,4.0,East,relatively new,1,0,0,0,0,0,114
120,123,m3m golfestate,7.0,sector 65,18181.0,3850.0,flat,Carpet area: 3850 (357.68 sq.m.),,,3850.0,3.0,3.0,2 ,12.0,North,moderately old,0,0,0,0,1,1,60
121,124,godrej nature plus,1.5,sector 33,10200.0,1471.0,flat,Carpet area: 1385 (128.67 sq.m.),,,1385.0,2.0,2.0,3+ ,2.0,South-East,under construction,0,0,0,0,0,1,87
122,125,paras dews,1.35,sector 106,7297.0,1850.0,flat,Super Built up area 2355(218.79 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),2355.033681,2100.0,1850.0,4.0,4.0,3+ ,18.0,North-East,relatively new,1,1,0,0,0,0,174
123,126,vatika the seven lamps,1.0,sector 82,5923.0,1688.0,flat,Super Built up area 1435(133.32 sq.m.),1435.043148,,,2.0,2.0,2 ,11.0,South,relatively new,0,0,1,0,0,0,90
124,127,dlf the ultima,2.4,sector 81,11412.0,2103.0,flat,Super Built up area 2103(195.38 sq.m.),2103.050782,,,3.0,4.0,3+ ,19.0,North-West,relatively new,1,0,0,0,0,2,174
125,128,unitech uniworld gardens,1.05,sector 47,10531.0,997.0,flat,Carpet area: 997 (92.62 sq.m.),,,997.0,2.0,2.0,2 ,3.0,North-East,relatively new,0,0,0,0,0,0,34
126,130,,3.0,sector 43,53763.0,558.0045756375202,house,Plot area 62(51.84 sq.m.),,558.0,,12.0,12.0,3+ ,5.0,West,new Property,0,0,0,1,0,2,20
127,131,paras dews,1.14,sector 106,6000.0,1900.0,flat,Super Built up area 1900(176.52 sq.m.)Built Up area: 1305 sq.ft. (121.24 sq.m.)Carpet area: 1173 sq.ft. (108.98 sq.m.),1900.0436280000001,1305.0,1173.0,3.0,4.0,3 ,8.0,South,relatively new,1,0,1,0,0,1,49
128,132,alpha corp gurgaonone,2.24,sector 84,6523.0,3434.0,flat,Super Built up area 3434(319.03 sq.m.)Carpet area: 2900 sq.ft. (269.42 sq.m.),3434.0070169999995,,2900.0,4.0,4.0,3 ,12.0,West,relatively new,1,0,0,0,0,1,20
129,133,m3m merlin,3.4,sector 67,14418.0,2358.0,flat,Super Built up area 2358(219.07 sq.m.),2358.047573,,,3.0,4.0,3+ ,16.0,West,relatively new,1,0,0,0,0,0,158
130,134,ireo the grand arch,2.2,sector 58,16000.0,1375.0,flat,Carpet area: 1375 (127.74 sq.m.),,,1375.0,2.0,2.0,1 ,5.0,East,relatively new,0,1,0,0,0,0,49
131,135,bestech park view spa next,2.7,sector 67,11489.0,2350.0,flat,Super Built up area 2350(218.32 sq.m.),2349.974648,,,4.0,4.0,3+ ,9.0,South-West,moderately old,1,1,0,0,0,0,149
132,136,ss the leaf,1.78,sector 85,7392.0,2408.0,flat,Super Built up area 2408(223.71 sq.m.),2407.992069,,,3.0,4.0,3+ ,6.0,West,new Property,0,0,0,0,1,1,113
133,137,pivotal devaan,0.37,sector 84,6346.0,583.0,flat,Super Built up area 583(54.16 sq.m.)Carpet area: 483 sq.ft. (44.87 sq.m.),582.972824,,483.0,2.0,2.0,1 ,5.0,North-West,relatively new,0,0,0,0,0,1,73
134,138,,6.6,sector 25,36667.0,1799.9836365123954,house,Plot area 200(167.23 sq.m.),,1800.0,,6.0,7.0,3+ ,2.0,East,moderately old,1,0,1,0,0,0,119
135,139,bestech park view city,1.8,sector 48,10250.0,1756.0,flat,Carpet area: 1756 (163.14 sq.m.),,,1756.0,3.0,4.0,3 ,3.0,North-West,moderately old,0,0,1,0,0,0,76
136,140,bestech park view spa next,2.72,sector 67,11574.0,2350.0,flat,Super Built up area 2350(218.32 sq.m.)Built Up area: 2250 sq.ft. (209.03 sq.m.)Carpet area: 2001 sq.ft. (185.9 sq.m.),2349.974648,2250.0,2001.0,4.0,4.0,3+ ,0.0,South-West,relatively new,1,1,0,0,0,0,128
137,141,ats marigold,1.7,sector 89,9714.0,1750.0,flat,Carpet area: 1750 (162.58 sq.m.),,,1750.0,3.0,3.0,3+ ,8.0,North,under construction,0,0,1,0,0,1,65
138,142,vatika city homes,1.08,sector 83,6206.0,1740.0,flat,Super Built up area 1740(161.65 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),1739.984435,,1350.0,3.0,3.0,3 ,6.0,South-West,relatively new,0,0,0,0,1,1,111
139,144,international city by sobha phase 2,7.0,sector 109,12963.0,5399.9845714726525,house,Plot area 600(501.68 sq.m.),,5400.0,,4.0,4.0,3+ ,2.0,West,relatively new,0,0,0,0,0,0,102
140,145,ansal housing highland park,1.1,sector 103,6242.0,1762.0,flat,Super Built up area 1762(163.7 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),1762.0504299999998,1500.0,1300.0,3.0,3.0,3+ ,7.0,North-East,new Property,0,0,0,0,0,1,87
141,146,tulip violet,1.7,sector 69,8623.0,1971.0,flat,Super Built up area 1970(183.02 sq.m.),1970.008978,,,4.0,4.0,1 ,12.0,North-West,relatively new,0,0,0,0,0,1,88
142,147,bptp visionnaire,5.35,sector 70a,8916.0,6000.448631673396,house,Built Up area: 6000 (557.42 sq.m.),,6000.0,,4.0,4.0,3+ ,3.0,North,relatively new,1,1,1,0,1,0,160
143,148,,9.85,sector 43,29638.0,3323.4361292934746,house,Plot area 418(349.5 sq.m.),,418.0,,5.0,5.0,2 ,3.0,West,old property,1,1,1,0,0,1,21
144,149,sidhartha ncr greens,0.96,sector 95,6201.0,1548.0,flat,Carpet area: 1548 (143.81 sq.m.),,,1548.0,3.0,3.0,3 ,8.0,,new Property,0,1,0,0,1,1,8
145,150,m3m heights,2.33,sector 65,18477.0,1261.0,flat,Super Built up area 1261(117.15 sq.m.),1260.990885,,,2.0,2.0,3 ,35.0,North-East,under construction,0,0,0,0,0,0,49
146,151,godrej summit,1.05,sector 104,5833.0,1800.0,flat,Carpet area: 1800 (167.23 sq.m.),,,1800.0,3.0,4.0,3+ ,7.0,East,relatively new,1,0,0,0,0,0,96
147,152,godrej summit,0.82,sector 104,9854.0,832.0,flat,Carpet area: 77.31,,823.9,,2.0,2.0,3 ,12.0,,relatively new,0,0,1,0,0,1,120
148,153,park view apartment,1.74,sector 56,7565.0,2300.0,flat,Super Built up area 2450(227.61 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),2449.971279,2400.0,2300.0,3.0,3.0,3+ ,2.0,South,old property,1,1,0,0,0,0,104
149,154,vipul tatvam villa,8.4,sector 48,21000.0,4000.0,house,Plot area 4000(371.61 sq.m.),,4000.0,,4.0,5.0,3+ ,2.0,North,moderately old,1,1,1,0,0,0,49
150,155,dlf new town heights,1.3,sector 86,6735.0,1930.0,flat,Super Built up area 1930(179.3 sq.m.),1929.96727,,,3.0,3.0,3 ,12.0,West,moderately old,1,1,0,0,0,1,106
151,156,pareena mi casa,1.85,sector 68,9310.0,1987.0,flat,Super Built up area 1987(184.6 sq.m.),1987.0159399999998,,,3.0,3.0,3+ ,13.0,,under construction,0,0,0,0,0,1,47
152,157,microtek greenburg,1.25,sector 86,8445.0,1480.0,flat,Super Built up area 1480(137.5 sq.m.),1480.0362499999999,,,2.0,2.0,3 ,13.0,West,moderately old,0,0,1,0,0,1,6
153,158,godrej nature plus,1.4,sector 33,15124.0,926.0,flat,Super Built up area 145Carpet area: 86 sq.m.,,920.1999999999999,,3.0,2.0,3+ ,20.0,,new Property,0,0,0,0,0,1,70
154,159,ss residency,0.48,sector 6,5333.0,900.0,flat,Carpet area: 100 (83.61 sq.m.),,,100.0,3.0,2.0,2 ,2.0,,moderately old,0,0,0,0,0,1,54
155,160,shapoorji pallonji joyville gurugram,1.99,sector 102,20664.0,963.0,flat,Super Built up area 1349(125.33 sq.m.)Carpet area: 963 sq.ft. (89.47 sq.m.),1349.039587,,963.0,2.0,2.0,2 ,14.0,South,new Property,0,0,0,0,0,1,152
156,161,tulip lemon,0.6,sector 69,11407.0,526.0,flat,Carpet area: 526 (48.87 sq.m.),,,526.0,2.0,1.0,1 ,11.0,,undefined,0,0,0,0,0,1,0
157,162,gls avenue 51,0.42,sector 92,6562.0,640.0,flat,Carpet area: 640 (59.46 sq.m.),,,640.0,3.0,3.0,1 ,2.0,,relatively new,0,0,0,0,0,1,20
158,163,smriti apartment,0.45,sector 56,7500.0,600.0,flat,Super Built up area 600(55.74 sq.m.),599.979786,,,1.0,1.0,2 ,3.0,,old property,0,0,0,0,0,1,57
159,164,,9.5,sector 40,40135.0,2367.0113367385075,house,Plot area 263(219.9 sq.m.),,2367.0,,12.0,12.0,3+ ,4.0,,new Property,0,0,0,0,1,0,57
